date_reservation, date_accommodation_begin, nights, city, hotel_name, room_type, number_of_rooms, total_price, cancellation7, cancellation2
2024-06-01, 2024-07-23, 4, Muğla, Eskici Hostel, deluxe, 1, 4560, 0.2, 0.6000000000000001
2024-06-05, 2024-07-26, 4, Seul, Ibis Styles Ambassador, standard, 6, 24240, 0.25, 0.30000000000000004
2024-06-14, 2024-08-05, 6, Bali, AYANA Resort and Spa Bali, suit, 2, 30480, 0.25, 0.95
2024-06-12, 2024-08-06, 5, Pekin, Rosewood Beijing, executive, 2, 125800, 0.4, 1
2024-05-29, 2024-07-23, 1, Adana, Divan Adana, executive, 5, 10300, 0.35, 0.65
2024-06-06, 2024-07-26, 2, Ankara, Hotel Abro Sezenler, deluxe, 1, 2520, 0.25, 0.75
2024-06-04, 2024-07-25, 1, Londra, The Ritz London, large, 1, 4680, 0.35, 1
2024-06-05, 2024-07-29, 12, Miami, Hilton Miami Downtown, large, 9, 147960, 0.25, 0.85
2024-06-18, 2024-08-08, 3, Buenos Aires, Faena Hotel Buenos Aires, suit, 35, 285600, 0.25, 0.5
2024-06-09, 2024-07-31, 2, Paris, Ibis Paris Montmartre, suit, 5, 13400, 0.15000000000000002, 0.6000000000000001
2024-06-05, 2024-07-29, 1, Mersin, Hilton Mersin, executive, 2, 7760, 0.3, 1
2024-06-07, 2024-07-30, 5, Seul, Ibis Styles Ambassador, deluxe, 10, 77000, 0.25, 0.30000000000000004
2024-05-21, 2024-07-14, 2, Şanlıurfa, Hilton Garden Inn Sanliurfa, executive, 2, 17040, 0.25, 0.5
2024-05-26, 2024-07-18, 4, Şanghay, Ibis Shanghai Yu Garden, standard, 8, 86080, 0.30000000000000004, 0.45000000000000007
2024-05-21, 2024-07-10, 1, Singapur, Ibis Singapore on Bencoolen, executive, 1, 7080, 0.25, 0.30000000000000004
2024-06-01, 2024-07-23, 2, San Francisco, Hotel Nikko San Francisco, suit, 3, 10980, 0.2, 1
2024-06-16, 2024-08-10, 3, Madrid, Hotel Europa, standard, 1, 3390, 0.2, 0.75
2024-06-12, 2024-08-02, 8, Singapur, York Hotel Singapore, deluxe, 4, 209280, 0.2, 0.4
2024-06-11, 2024-07-31, 2, Bali, The St. Regis Bali Resort, deluxe, 1, 5320, 0.35, 1
2024-06-03, 2024-07-28, 6, Mexico City, St. Regis Mexico City, deluxe, 1, 52740, 0.4, 0.8
2024-06-02, 2024-07-22, 9, Tokyo, Hotel Mystays Asakusa, executive, 2, 30420, 0.2, 0.6000000000000001
2024-05-29, 2024-07-23, 13, Dubai, Burj Al Arab, deluxe, 2, 101400, 0.25, 0.8
2024-05-22, 2024-07-13, 2, Ankara, Hotel Ickale, large, 10, 21000, 0.35000000000000003, 0.55
2024-05-21, 2024-07-13, 6, İstanbul, Hotel Venera, deluxe, 13, 126360, 0.2, 0.6000000000000001
2024-05-29, 2024-07-22, 10, İstanbul, Mercure Istanbul, deluxe, 2, 125000, 0.35000000000000003, 0.55
2024-05-26, 2024-07-17, 3, Ankara, Movenpick Hotel Ankara, suit, 10, 77400, 0.30000000000000004, 0.7
2024-05-29, 2024-07-22, 1, Milano, Hotel Principe di Savoia, suit, 1, 2680, 0.25, 0.65
2024-05-20, 2024-07-13, 7, Jakarta, Mercure Jakarta Kota, standard, 11, 334180, 0.2, 1
2024-05-26, 2024-07-17, 4, Bangkok, Holiday Inn Bangkok, executive, 2, 13600, 0.30000000000000004, 0.7
2024-06-15, 2024-08-08, 2, Milano, Hotel Principe di Savoia, suit, 15, 82200, 0.25, 0.65
2024-05-28, 2024-07-22, 8, Auckland, Sofitel Auckland Viaduct Harbour, standard, 1, 34080, 0.4, 0.5
2024-05-21, 2024-07-11, 5, Milano, Hotel Berna, deluxe, 1, 7200, 0.25, 0.45000000000000007
2024-05-18, 2024-07-10, 14, Mumbai, The Taj Mahal Palace, large, 2, 84840, 0.25, 0.5
2024-06-09, 2024-08-02, 15, San Francisco, The Ritz-Carlton, deluxe, 8, 451200, 0.25, 0.95
2024-06-16, 2024-08-10, 15, Mersin, Atlıhan Hotel, large, 2, 182700, 0.25, 0.55
2024-06-18, 2024-08-07, 1, Singapur, Hotel Boss, standard, 10, 8300, 0.2, 0.30000000000000004
2024-05-19, 2024-07-13, 13, Sydney, Ibis Sydney Darling Harbour, deluxe, 6, 372840, 0.30000000000000004, 0.30000000000000004
2024-05-18, 2024-07-11, 1, Şanghay, Waldorf Astoria Shanghai on the Bund, standard, 2, 8400, 0.4, 0.95
2024-06-02, 2024-07-24, 6, New York, The Plaza Hotel, deluxe, 2, 48480, 0.3, 1
2024-06-03, 2024-07-27, 3, Seul, Hotel Manu, standard, 1, 3090, 0.25, 0.6000000000000001
2024-06-15, 2024-08-07, 3, New York, Four Seasons Hotel New York, deluxe, 2, 33060, 0.3, 1
2024-05-31, 2024-07-25, 10, Doha, Plaza Inn Doha, large, 2, 12200, 0.15000000000000002, 0.6000000000000001
2024-06-21, 2024-08-10, 9, Auckland, Hilton Auckland, standard, 2, 90180, 0.35, 0.8
2024-06-05, 2024-07-27, 9, Bangkok, Shangri-La Hotel Bangkok, deluxe, 7, 176400, 0.3, 1
2024-06-03, 2024-07-27, 1, Ankara, Hotel Abro Sezenler, large, 6, 5700, 0.25, 0.75
2024-05-20, 2024-07-10, 2, Rio de Janeiro, Royal Rio Palace Hotel, suit, 2, 6360, 0.2, 0.75
2024-06-18, 2024-08-09, 5, Madrid, The Westin Palace Madrid, suit, 1, 34550, 0.35, 1
2024-06-17, 2024-08-07, 9, Antalya, Akra Barut, standard, 2, 60480, 0.3, 1
2024-05-18, 2024-07-12, 4, Bursa, Divan Bursa, large, 1, 7680, 0.30000000000000004, 0.7
2024-05-20, 2024-07-10, 1, Delhi, Radisson Blu Plaza Delhi, executive, 2, 11760, 0.30000000000000004, 0.55
2024-05-20, 2024-07-13, 2, Doha, Premier Inn Doha Education City, deluxe, 1, 2080, 0.2, 0.75
2024-06-04, 2024-07-29, 1, Barselona, Hotel 1898, executive, 1, 5220, 0.2, 1
2024-05-26, 2024-07-17, 10, Viyana, Hotel Erzherzog Rainer, large, 2, 21000, 0.25, 0.6000000000000001
2024-06-06, 2024-07-27, 4, Auckland, Kiwi International Hotel, executive, 1, 6960, 0.25, 0.6000000000000001
2024-06-06, 2024-07-31, 1, Buenos Aires, Alvear Palace Hotel, large, 11, 41250, 0.35, 0.65
2024-06-07, 2024-07-28, 5, Jakarta, The Ritz-Carlton Jakarta, standard, 9, 299250, 0.4, 0.8
2024-06-15, 2024-08-07, 6, Muğla, D-Resort Gocek, large, 2, 62160, 0.25, 0.65
2024-06-10, 2024-08-01, 5, Mersin, Dostlar Hotel, standard, 2, 10500, 0.2, 0.6000000000000001
2024-06-01, 2024-07-24, 6, Bali, The Bene Hotel, large, 12, 63360, 0.30000000000000004, 0.30000000000000004
2024-06-13, 2024-08-07, 11, Mumbai, The St. Regis Mumbai, standard, 37, 769230, 0.30000000000000004, 1
2024-06-12, 2024-08-03, 14, Cairo, Kempinski Nile Hotel, deluxe, 2, 104440, 0.35, 0.65
2024-05-27, 2024-07-21, 7, Jakarta, Ibis Jakarta Tamarin, deluxe, 1, 10430, 0.2, 0.30000000000000004
2024-06-09, 2024-07-30, 13, Adana, Adana Plaza Hotel, executive, 2, 31200, 0.30000000000000004, 0.6000000000000001
2024-06-17, 2024-08-06, 1, Ankara, Swissotel Ankara, large, 7, 15960, 0.35, 0.65
2024-05-24, 2024-07-15, 5, Doha, Millennium Hotel Doha, suit, 1, 5750, 0.25, 0.55
2024-06-02, 2024-07-24, 2, Milano, Starhotels Anderson, suit, 7, 27580, 0.35000000000000003, 0.85
2024-05-28, 2024-07-17, 1, Cairo, Ramses Hilton, large, 2, 3040, 0.35000000000000003, 0.85
2024-06-05, 2024-07-25, 2, Hong Kong, Mandarin Oriental Hong Kong, large, 10, 71200, 0.3, 0.8
2024-06-10, 2024-08-01, 12, Doha, La Villa Hotel, standard, 2, 14640, 0.30000000000000004, 0.6000000000000001
2024-06-08, 2024-07-29, 4, Delhi, Bloomrooms @ New Delhi Railway Station, deluxe, 1, 3280, 0.2, 0.6000000000000001
2024-05-20, 2024-07-14, 4, Pekin, Beijing 161 Hotel, deluxe, 5, 30600, 0.15000000000000002, 0.75
2024-06-02, 2024-07-25, 1, Bangkok, Shangri-La Hotel Bangkok, suit, 7, 18760, 0.3, 1
2024-06-10, 2024-08-01, 2, Ankara, Sheraton Ankara, large, 7, 34440, 0.25, 1
2024-06-07, 2024-07-31, 5, Eskişehir, Tasigo Hotels Eskisehir, standard, 14, 271600, 0.4, 0.95
2024-06-07, 2024-07-30, 6, Adana, Grand Amisos Hotel, standard, 1, 10320, 0.30000000000000004, 0.85
2024-05-23, 2024-07-17, 3, Milano, NH Collection Milano President, standard, 13, 88530, 0.35000000000000003, 0.55
2024-05-24, 2024-07-17, 3, Las Vegas, Bellagio Las Vegas, suit, 2, 16080, 0.4, 0.95
2024-05-27, 2024-07-20, 2, Kuala Lumpur, Berjaya Times Square Hotel, deluxe, 5, 42500, 0.2, 0.7
2024-05-21, 2024-07-15, 6, Mersin, Egemen Hotel, large, 2, 14040, 0.25, 0.75
2024-06-14, 2024-08-06, 15, İstanbul, The Constantine Hotel, standard, 6, 72000, 0.25, 0.75
2024-05-21, 2024-07-15, 1, Amsterdam, The Student Hotel Amsterdam City, large, 9, 24300, 0.15000000000000002, 0.6000000000000001
2024-06-09, 2024-08-03, 9, Doha, The St. Regis Doha, deluxe, 8, 234000, 0.4, 0.95
2024-06-03, 2024-07-28, 1, New York, DoubleTree by Hilton Times Square, suit, 2, 11060, 0.35000000000000003, 0.4
2024-06-08, 2024-07-28, 1, Bali, The Bene Hotel, suit, 2, 3040, 0.30000000000000004, 0.30000000000000004
2024-05-29, 2024-07-22, 2, Şanlıurfa, Manici Hotel, suit, 14, 52920, 0.30000000000000004, 0.85
2024-06-15, 2024-08-07, 1, Viyana, Hotel Sacher Wien, deluxe, 2, 6980, 0.25, 1
2024-05-25, 2024-07-18, 2, Los Angeles, Travelodge by Wyndham Hollywood, suit, 3, 5700, 0.15000000000000002, 0.6000000000000001
2024-06-13, 2024-08-06, 2, Şanghay, Renaissance Shanghai Yu Garden Hotel, standard, 9, 19260, 0.30000000000000004, 0.7
2024-06-15, 2024-08-09, 6, Delhi, The Leela Palace New Delhi, standard, 1, 19380, 0.35, 0.8
2024-05-31, 2024-07-20, 3, Paris, Timhotel Opera Blanche, standard, 1, 2670, 0.15000000000000002, 0.75
2024-06-06, 2024-07-31, 5, Sydney, Ibis Sydney Darling Harbour, large, 2, 9900, 0.30000000000000004, 0.30000000000000004
2024-06-13, 2024-08-03, 1, Miami, Hilton Miami Downtown, large, 13, 21580, 0.25, 0.85
2024-06-07, 2024-07-28, 2, Prag, Mandarin Oriental Prague, deluxe, 5, 23100, 0.4, 0.65
2024-06-17, 2024-08-06, 10, Sao Paulo, Tivoli Mofarrej Sao Paulo, standard, 36, 1504800, 0.35, 0.65
2024-06-06, 2024-07-26, 4, Mumbai, Hotel Suba International, executive, 2, 16960, 0.25, 0.30000000000000004
2024-05-21, 2024-07-12, 4, Rio de Janeiro, Royal Rio Palace Hotel, executive, 2, 58160, 0.2, 0.75
2024-06-07, 2024-07-28, 1, Aydın, Surtel Hotel, executive, 1, 2550, 0.25, 0.6000000000000001
2024-06-06, 2024-07-29, 2, İzmir, Hilton Izmir, large, 1, 11580, 0.35, 0.5
2024-06-11, 2024-07-31, 1, Johannesburg, Four Seasons Hotel The Westcliff Johannesburg, large, 2, 8140, 0.25, 0.95
2024-06-18, 2024-08-07, 5, Mersin, Divan Mersin, suit, 1, 24550, 0.3, 1
2024-06-20, 2024-08-09, 6, Tokyo, Keio Plaza Hotel, deluxe, 6, 69840, 0.35000000000000003, 0.85
2024-05-26, 2024-07-18, 4, Aydın, Richmond Ephesus Resort, standard, 6, 126240, 0.4, 1
2024-06-05, 2024-07-30, 6, Nairobi, Best Western Plus Meridian, large, 10, 49800, 0.15000000000000002, 0.45000000000000007
2024-05-25, 2024-07-17, 4, Las Vegas, New York-New York Hotel & Casino, executive, 2, 17520, 0.30000000000000004, 0.4
2024-05-22, 2024-07-11, 3, Pekin, Holiday Inn Express Beijing Dongzhimen, large, 10, 49800, 0.2, 0.85
2024-06-04, 2024-07-25, 3, Adana, Divan Adana, deluxe, 34, 291720, 0.35, 0.65
2024-06-11, 2024-08-02, 1, Eskişehir, Soyic Hotel, deluxe, 4, 4040, 0.25, 0.30000000000000004
2024-06-18, 2024-08-09, 3, Bali, AYANA Resort and Spa Bali, deluxe, 2, 15120, 0.25, 0.95
2024-05-27, 2024-07-16, 3, Rio de Janeiro, Arena Copacabana Hotel, deluxe, 7, 118230, 0.25, 0.4
2024-06-10, 2024-08-01, 2, Riyadh, Radisson Blu Hotel Riyadh, standard, 24, 95520, 0.30000000000000004, 0.4
2024-05-21, 2024-07-14, 1, İzmir, Renaissance Izmir Hotel, suit, 1, 5500, 0.35, 0.5
2024-05-18, 2024-07-12, 3, Mersin, Nobel Hotel, deluxe, 13, 40170, 0.15000000000000002, 0.45000000000000007
2024-06-07, 2024-07-31, 2, Jakarta, Fairmont Jakarta, standard, 2, 20240, 0.4, 0.65
2024-06-05, 2024-07-27, 6, Moskova, The Ritz-Carlton Moscow, deluxe, 25, 439500, 0.25, 1
2024-06-13, 2024-08-07, 6, Mersin, Divan Mersin, standard, 1, 42180, 0.3, 1
2024-06-06, 2024-07-27, 1, Paris, Le Bristol Paris, large, 5, 13600, 0.35, 0.5
2024-06-08, 2024-07-28, 5, Kuala Lumpur, Traders Hotel Kuala Lumpur, suit, 1, 10300, 0.35000000000000003, 0.4
2024-06-03, 2024-07-27, 1, Antalya, Titanic Beach Lara, deluxe, 1, 6290, 0.3, 0.5
2024-06-04, 2024-07-24, 2, Amsterdam, InterContinental Amstel Amsterdam, deluxe, 13, 101660, 0.35, 1
2024-05-21, 2024-07-14, 7, Bali, The Bene Hotel, large, 8, 56560, 0.30000000000000004, 0.30000000000000004
2024-05-24, 2024-07-16, 2, New York, Holiday Inn Express, deluxe, 1, 2480, 0.15000000000000002, 0.30000000000000004
2024-06-10, 2024-07-30, 1, Konya, Ramada Plaza Konya, executive, 4, 5920, 0.35000000000000003, 0.55
2024-06-16, 2024-08-07, 3, Antalya, Rixos Downtown Antalya, standard, 3, 45540, 0.35, 1
2024-05-27, 2024-07-17, 9, Riyadh, Hyatt Regency Riyadh Olaya, standard, 34, 761940, 0.35, 1
2024-06-02, 2024-07-24, 10, Bali, Four Seasons Resort Bali at Sayan, standard, 2, 37800, 0.35, 1
2024-05-29, 2024-07-18, 5, Tokyo, Tokyu Stay Shibuya, executive, 3, 27900, 0.25, 0.75
2024-05-20, 2024-07-13, 4, Şanghay, Waldorf Astoria Shanghai on the Bund, suit, 11, 440440, 0.4, 0.95
2024-06-01, 2024-07-22, 4, Aydın, Infinity by Yelken, executive, 1, 8400, 0.30000000000000004, 0.7
2024-05-22, 2024-07-14, 2, Kuala Lumpur, Pullman Kuala Lumpur City Centre Hotel, suit, 2, 29280, 0.25, 1
2024-06-11, 2024-07-31, 14, Sao Paulo, Radisson Blu Sao Paulo, deluxe, 2, 49840, 0.25, 0.4
2024-05-20, 2024-07-13, 4, Amsterdam, The Student Hotel Amsterdam City, executive, 1, 6960, 0.15000000000000002, 0.6000000000000001
2024-05-22, 2024-07-14, 1, Cairo, Pyramids View Inn, deluxe, 8, 12640, 0.2, 0.6000000000000001
2024-05-26, 2024-07-19, 2, Bursa, Efehan Hotel, suit, 1, 2060, 0.25, 0.30000000000000004
2024-06-14, 2024-08-04, 5, Cairo, Conrad Cairo, suit, 1, 21950, 0.35000000000000003, 0.55
2024-06-02, 2024-07-22, 4, Gaziantep, Novotel, large, 34, 171360, 0.25, 0.7
2024-05-25, 2024-07-18, 7, Bangkok, Novotel Bangkok Ploenchit Sukhumvit, large, 2, 22680, 0.30000000000000004, 0.4
2024-06-08, 2024-07-29, 1, Delhi, Hotel City Star, executive, 1, 1910, 0.15000000000000002, 0.45000000000000007
2024-06-06, 2024-07-30, 1, Kuala Lumpur, Traders Hotel Kuala Lumpur, executive, 3, 20640, 0.35000000000000003, 0.4
2024-05-22, 2024-07-15, 5, Riyadh, The Ritz-Carlton Riyadh, deluxe, 1, 21600, 0.35, 0.5
2024-06-04, 2024-07-25, 9, Paris, Shangri-La Hotel Paris, large, 1, 59040, 0.4, 1
2024-05-27, 2024-07-16, 1, Riyadh, Holiday Inn Riyadh, standard, 2, 6860, 0.30000000000000004, 0.7
2024-05-25, 2024-07-17, 2, Melbourne, Park Hyatt Melbourne, large, 2, 21920, 0.3, 0.95
2024-06-05, 2024-07-30, 1, Prag, Augustine  a Luxury Collection Hotel, large, 9, 52740, 0.4, 0.8
2024-05-21, 2024-07-10, 3, Bursa, Efehan Hotel, deluxe, 1, 2610, 0.25, 0.30000000000000004
2024-06-04, 2024-07-29, 2, Prag, Grand Hotel Bohemia, standard, 1, 4360, 0.35000000000000003, 0.7
2024-06-14, 2024-08-03, 1, Johannesburg, Radisson Blu Gautrain Hotel, deluxe, 4, 5240, 0.2, 0.4
2024-06-10, 2024-07-31, 6, Hong Kong, The Peninsula Hong Kong, standard, 13, 218400, 0.3, 0.8
2024-06-08, 2024-07-28, 5, Barselona, Hotel Arts Barcelona, suit, 6, 93900, 0.4, 1
2024-06-16, 2024-08-08, 2, Prag, Hotel Merkur, standard, 10, 14400, 0.25, 0.30000000000000004
2024-05-31, 2024-07-20, 6, Riyadh, Radisson Blu Hotel Riyadh, standard, 4, 61920, 0.30000000000000004, 0.4
2024-06-16, 2024-08-06, 1, Paris, Timhotel Opera Blanche, executive, 1, 1910, 0.15000000000000002, 0.75
2024-06-07, 2024-07-30, 9, Moskova, The Ritz-Carlton Moscow, executive, 2, 44640, 0.25, 1
2024-06-10, 2024-08-04, 1, Mumbai, ITC Maratha, suit, 9, 15210, 0.30000000000000004, 0.85
2024-06-17, 2024-08-07, 1, Pekin, Beijing Hyde Hotel, deluxe, 10, 25500, 0.25, 0.6000000000000001
2024-05-31, 2024-07-25, 4, Dubai, Ibis One Central, large, 12, 21120, 0.2, 0.75
2024-05-26, 2024-07-16, 2, Kuala Lumpur, Traders Hotel Kuala Lumpur, large, 15, 29400, 0.35000000000000003, 0.4
2024-06-01, 2024-07-26, 15, Eskişehir, Tasigo Hotels Eskisehir, executive, 2, 93300, 0.4, 0.95
2024-06-03, 2024-07-23, 1, Jakarta, Ibis Jakarta Tamarin, executive, 1, 2100, 0.2, 0.30000000000000004
2024-06-15, 2024-08-07, 10, İstanbul, Ciragan Palace Kempinski, standard, 10, 447000, 0.25, 1
2024-06-13, 2024-08-05, 7, Aydın, Ramada Resort Kusadasi, large, 11, 127820, 0.35000000000000003, 0.7
2024-06-05, 2024-07-27, 12, Muğla, Hotel Dort Mevsim, deluxe, 1, 22080, 0.25, 0.45000000000000007
2024-06-05, 2024-07-28, 2, San Francisco, Handlery Union Square Hotel, large, 15, 46200, 0.2, 0.85
2024-05-30, 2024-07-19, 7, Johannesburg, Protea Hotel by Marriott Johannesburg Balalaika Sandton, standard, 11, 140910, 0.35000000000000003, 0.85
2024-06-06, 2024-07-28, 6, Adana, Masel Hotel, large, 9, 70200, 0.2, 0.75
2024-06-17, 2024-08-07, 2, Aydın, Palmin Hotel, deluxe, 10, 33000, 0.35000000000000003, 0.4
2024-05-22, 2024-07-11, 1, Seul, Grand Hyatt Seoul, suit, 1, 3280, 0.4, 0.95
2024-06-10, 2024-08-04, 1, Madrid, Hotel Liabeny, large, 8, 47680, 0.35000000000000003, 0.85
2024-06-18, 2024-08-09, 2, Bali, The Bene Hotel, standard, 9, 15300, 0.30000000000000004, 0.30000000000000004
2024-06-06, 2024-07-27, 6, Paris, Le Bristol Paris, suit, 15, 274500, 0.35, 0.5
2024-06-14, 2024-08-07, 4, Mumbai, The St. Regis Mumbai, deluxe, 2, 11760, 0.30000000000000004, 1
2024-06-11, 2024-07-31, 3, Dubai, Burj Al Arab, deluxe, 8, 81600, 0.25, 0.8
2024-06-12, 2024-08-03, 1, Rio de Janeiro, Miramar Hotel by Windsor, standard, 2, 2880, 0.30000000000000004, 0.7
2024-06-03, 2024-07-25, 2, Las Vegas, Luxor Hotel & Casino, large, 1, 3180, 0.35000000000000003, 0.4
2024-06-02, 2024-07-27, 6, Cairo, Ramses Hilton, executive, 2, 32400, 0.35000000000000003, 0.85
2024-05-31, 2024-07-23, 3, Paris, Novotel Paris Les Halles, suit, 2, 13560, 0.2, 0.85
2024-06-11, 2024-07-31, 2, Barselona, Hotel Constanza, standard, 1, 940, 0.2, 0.6000000000000001
2024-06-09, 2024-08-03, 6, İzmir, Swissotel Buyuk Efes, executive, 2, 40920, 0.4, 0.8
2024-05-25, 2024-07-19, 6, Paris, Shangri-La Hotel Paris, deluxe, 15, 887400, 0.4, 1
2024-05-29, 2024-07-23, 5, İzmir, Wyndham Grand Izmir Ozdilek, executive, 2, 26600, 0.2, 0.7
2024-06-04, 2024-07-27, 5, Sao Paulo, Tivoli Mofarrej Sao Paulo, suit, 2, 39000, 0.35, 0.65
2024-05-19, 2024-07-11, 6, Gaziantep, Ibis Gaziantep, suit, 4, 32880, 0.2, 0.75
2024-06-16, 2024-08-09, 8, Seul, Grand Hyatt Seoul, large, 3, 88560, 0.4, 0.95
2024-06-07, 2024-07-27, 5, Las Vegas, New York-New York Hotel & Casino, deluxe, 15, 453750, 0.30000000000000004, 0.4
2024-06-07, 2024-07-31, 4, Dubai, Premier Inn Dubai, suit, 1, 3400, 0.2, 0.75
2024-06-01, 2024-07-22, 1, Mersin, Hilton Mersin, executive, 2, 8140, 0.3, 1
2024-06-13, 2024-08-04, 15, Delhi, Hotel Ajanta, deluxe, 1, 84450, 0.30000000000000004, 0.30000000000000004
2024-06-07, 2024-07-27, 2, Amsterdam, Mövenpick Hotel Amsterdam City Centre, suit, 18, 97560, 0.25, 0.85
2024-06-03, 2024-07-26, 1, Sydney, Great Southern Hotel, large, 1, 920, 0.2, 0.75
2024-05-27, 2024-07-16, 1, Buenos Aires, Dazzler by Wyndham Buenos Aires San Martin, suit, 2, 2420, 0.25, 0.7
2024-06-10, 2024-08-04, 5, San Francisco, The Mosser, suit, 10, 85500, 0.25, 0.75
2024-06-05, 2024-07-27, 2, Las Vegas, Bellagio Las Vegas, standard, 2, 10600, 0.4, 0.95
2024-05-19, 2024-07-12, 1, Bali, AYANA Resort and Spa Bali, executive, 2, 5120, 0.25, 0.95
2024-06-01, 2024-07-22, 1, Sao Paulo, Normandie Design Hotel, deluxe, 1, 1310, 0.2, 0.30000000000000004
2024-06-08, 2024-08-02, 9, Mexico City, Hotel Marbella, suit, 4, 57960, 0.15000000000000002, 0.30000000000000004
2024-06-01, 2024-07-24, 1, Bursa, Marriott Bonvoy, suit, 3, 3900, 0.25, 0.30000000000000004
2024-05-21, 2024-07-15, 10, Las Vegas, Bellagio Las Vegas, executive, 2, 136200, 0.4, 0.95
2024-05-18, 2024-07-12, 5, Milano, Uptown Palace, standard, 2, 54000, 0.35000000000000003, 0.7
2024-06-06, 2024-07-31, 1, Melbourne, Ibis Melbourne Hotel and Apartments, standard, 13, 13130, 0.2, 0.45000000000000007
2024-06-02, 2024-07-23, 3, Jakarta, Fairmont Jakarta, executive, 2, 22920, 0.4, 0.65
2024-06-07, 2024-07-28, 5, Seul, Lotte City Hotel, large, 7, 32550, 0.35000000000000003, 0.7
2024-05-23, 2024-07-14, 1, Moskova, Lotte Hotel Moscow, standard, 2, 8400, 0.35, 1
2024-05-17, 2024-07-10, 2, Seul, Grand Hyatt Seoul, standard, 2, 15920, 0.4, 0.95
2024-05-25, 2024-07-19, 2, Gaziantep, Grand Hotel Gaziantep, standard, 10, 68000, 0.3, 0.95
2024-05-29, 2024-07-23, 4, Buenos Aires, Four Seasons Hotel Buenos Aires, standard, 4, 72960, 0.4, 0.5
2024-06-09, 2024-08-03, 1, Mumbai, The Oberoi Mumbai, large, 32, 107840, 0.25, 0.8
2024-06-03, 2024-07-26, 6, Doha, Plaza Inn Doha, suit, 4, 28320, 0.15000000000000002, 0.6000000000000001
2024-06-08, 2024-07-28, 2, Nairobi, Villa Rosa Kempinski Nairobi, large, 2, 14840, 0.4, 0.5
2024-06-07, 2024-07-27, 9, Riyadh, Radisson Blu Hotel Riyadh, executive, 1, 30060, 0.30000000000000004, 0.4
2024-05-20, 2024-07-13, 6, Moskova, The Ritz-Carlton Moscow, standard, 6, 142200, 0.25, 1
2024-06-02, 2024-07-23, 3, Sydney, Rydges Sydney Central, large, 1, 4560, 0.2, 0.7
2024-06-21, 2024-08-10, 5, Sao Paulo, Melia Jardim Europa, large, 12, 96000, 0.30000000000000004, 0.55
2024-06-15, 2024-08-04, 1, Mersin, Atlıhan Hotel, executive, 2, 6600, 0.25, 0.55
2024-05-22, 2024-07-11, 3, Paris, Mercure Paris Centre Tour Eiffel, standard, 1, 9180, 0.35000000000000003, 1
2024-06-10, 2024-08-03, 4, Adana, Adana HiltonSA, suit, 1, 15840, 0.3, 1
2024-05-26, 2024-07-20, 5, Eskişehir, Ibis Eskisehir, large, 3, 17250, 0.2, 0.75
2024-06-10, 2024-07-31, 1, Cape Town, One&Only Cape Town, suit, 3, 8370, 0.4, 0.8
2024-06-04, 2024-07-28, 6, Auckland, Sofitel Auckland Viaduct Harbour, deluxe, 3, 120600, 0.4, 0.5
2024-06-20, 2024-08-10, 10, Singapur, Village Hotel Bugis, executive, 2, 39600, 0.25, 0.85
2024-06-12, 2024-08-06, 3, Kuala Lumpur, Pullman Kuala Lumpur City Centre Hotel, deluxe, 3, 49320, 0.25, 1
2024-06-15, 2024-08-07, 5, Delhi, The Oberoi, executive, 1, 11200, 0.25, 0.8
2024-05-29, 2024-07-18, 2, Viyana, Hotel Sacher Wien, large, 10, 51800, 0.25, 1
2024-05-23, 2024-07-14, 2, Miami, Hotel St. Michel, large, 11, 18480, 0.30000000000000004, 0.30000000000000004
2024-06-18, 2024-08-08, 2, Viyana, Hotel Am Konzerthaus, large, 7, 31780, 0.30000000000000004, 1
2024-06-09, 2024-08-03, 2, Doha, The St. Regis Doha, deluxe, 1, 6500, 0.4, 0.95
2024-05-23, 2024-07-13, 5, Muğla, Yacht Classic Hotel, standard, 1, 12600, 0.35000000000000003, 0.7
2024-06-12, 2024-08-04, 1, Bali, Four Seasons Resort Bali at Sayan, deluxe, 3, 8490, 0.35, 1
2024-05-24, 2024-07-16, 5, Sao Paulo, Tivoli Mofarrej Sao Paulo, large, 40, 850000, 0.35, 0.65
2024-06-15, 2024-08-09, 12, Las Vegas, New York-New York Hotel & Casino, deluxe, 8, 595200, 0.30000000000000004, 0.4
2024-06-06, 2024-07-29, 2, Buenos Aires, NH Buenos Aires Latino, suit, 5, 17200, 0.2, 1
2024-05-23, 2024-07-14, 10, Bali, The St. Regis Bali Resort, deluxe, 14, 302400, 0.35, 1
2024-06-17, 2024-08-10, 15, Bangkok, Shangri-La Hotel Bangkok, large, 9, 415800, 0.3, 1
